"Master Protein Accessions","conica_chloroplast_1","conica_chloroplast_2","conica_mito_1","conica_mito_2","conica_nuclear_1","conica_nuclear_2"
"Chr09-anno1.g44313.t1",2,0,6,3,11,7
"Chr09-anno1.g44452.t1",1,2,0,0,1,1
"Chr09-anno1.g44556.t1",7,7,2,2,6,9
"Chr09-anno1.g44624.t1",5,7,0,0,2,1
"Chr09-anno1.g44675.t1",3,1,0,0,1,2
"Chr09-anno1.g44725.t1",1,1,48,44,7,7
"Chr09-anno1.g44735.t1",3,2,5,3,11,10
"Chr09-anno1.g44863.t1",1,1,0,0,0,0
"Chr09-anno1.g44899.t1",3,5,0,0,0,1
"Chr09-anno1.g44911.t1",15,21,1,0,6,3
"Chr09-anno1.g45015.t2",1,0,0,0,0,0
"Chr09-anno1.g45096.t1",2,0,2,5,4,5
"Chr09-anno1.g45105.t1",1,2,1,0,0,0
"Chr09-anno2.g37265.t1",2,0,3,3,12,10
"Chr09-anno2.g39489.t1",1,0,0,0,0,0
"Chr09-anno2.g40858.t1",14,16,44,37,177,30
"Chr09-anno2.g42193.t1",1,0,0,0,0,0
"Chr09-anno2.g42615.t1",8,7,0,0,3,3
"Chr09-anno2.g42712.t1",4,2,0,0,0,1
"Chr09-anno2.g43179.t1",10,10,4,3,0,6
"Chr09-anno2.g43356.t1",1,1,15,14,2,5
"Chr09-anno2.g43371.t1",1,1,0,0,0,0
"Chr09-anno2.g43563.t1",2,2,8,6,3,3
"Chr09-long_reads1.PB.4703.2",10,12,0,0,7,2
"Chr09-long_reads1.PB.4773.1",4,5,0,0,0,0
"Chr09-long_reads1.PB.4798.5",1,0,0,0,0,0
"Chr09-long_reads1.PB.4820.1",2,1,5,3,27,31
"Chr09-long_reads1.PB.4834.1",6,1,0,0,0,3
"Chr09-long_reads1.PB.5009.1",4,5,12,8,7,7
"Chr09-long_reads1.PB.5067.1",1,1,0,0,1,0
"Chr10-anno1.g27990.t1",19,19,0,0,24,27
"Chr10-anno1.g28348.t1",4,2,0,0,1,1
"Chr10-anno1.g28860.t1",20,20,29,21,22,32
"Chr10-anno1.g28891.t1",37,36,0,0,20,22
"Chr10-anno1.g29364.t1",7,6,1,0,2,0
"Chr10-anno1.g29379.t1",1,2,0,0,0,0
"Chr10-anno1.g29392.t1",1,2,0,0,1,0
"Chr10-anno1.g29747.t1",9,7,0,0,6,5
"Chr10-anno1.g29758.t1",1,1,0,0,0,1
"Chr10-anno1.g29882.t1",11,11,0,0,4,6
"Chr10-anno1.g29939.t1",13,9,1,0,3,7
"Chr10-anno1.g29972.t1",1,0,0,0,1,1
"Chr10-anno1.g30308.t1",2,2,0,0,0,1
"Chr10-anno1.g31091.t1",2,2,0,0,1,0
"Chr10-anno1.g31297.t1",9,5,0,0,5,3
"Chr10-anno1.g31304.t1",13,16,2,4,10,7
"Chr10-anno1.g31439.t1",2,2,0,0,0,0
"Chr10-anno1.g31462.t1",3,4,0,0,0,0
"Chr10-anno1.g31507.t1",1,1,0,0,0,0
"Chr10-anno1.g31577.t1",3,6,2,0,2,1
"Chr10-anno1.g31715.t1",1,1,0,1,1,1
"Chr10-anno1.g32043.t1",2,0,37,43,4,7
"Chr10-anno1.g32051.t1",17,15,1,3,17,17
"Chr10-anno1.g32121.t1",10,13,1,0,7,4
"Chr10-anno1.g32198.t1",2,2,2,2,1,0
"Chr10-anno1.g32471.t1",1,2,0,0,2,0
"Chr10-anno1.g32588.t1",9,15,3,4,10,5
"Chr10-anno1.g32759.t1",5,7,0,0,1,3
"Chr10-anno2.g31268.t1",1,0,0,0,3,2
"Chr10-anno2.g33387.t1",14,18,1,3,9,6
"Chr10-anno2.g35296.t1",1,5,0,0,0,0
"Chr10-anno2.g36016.t1",19,28,3,3,15,18
"Chr10-anno2.g36094.t1",10,12,0,0,2,3
"Chr10-anno2.g36211.t2",3,4,0,0,1,0
"Chr10-anno2.g36412.t1",3,4,0,0,5,2
"Chr10-anno2.g36535.t1",7,10,2,4,6,6
"Chr10-anno2.g36678.t1",2,4,0,0,3,0
"Chr10-anno2.g36822.t1",1,0,0,0,1,0
"Chr10-anno2.g36982.t1",3,2,0,0,1,1
"Chr10-long_reads1.PB.5102.1",1,2,0,0,0,0
"Chr10-long_reads1.PB.5146.1",5,1,0,0,7,3
"Chr10-long_reads1.PB.5278.1",36,53,1,1,31,13
"Chr10-long_reads1.PB.5290.2",1,1,3,10,16,10
"Chr10-long_reads1.PB.5309.1",1,0,4,3,9,15
"FUN_000347-T1",2,1,0,0,2,2
"FUN_000445-T1",1,0,0,0,0,0
"FUN_000793-T1",4,5,0,0,2,0
"FUN_000928-T1",2,1,2,2,1,0
"FUN_002968-T1",1,0,0,0,0,0
"FUN_003034-T1",18,17,10,10,31,23
"FUN_003467-T1",14,13,0,1,12,10
"FUN_004078-T1",5,4,0,0,3,2
"FUN_004102-T1",5,1,6,4,23,6
"FUN_004130-T1",1,0,0,0,0,0
"FUN_004284-T1",3,6,3,4,2,3
"FUN_004374-T1",6,0,24,29,4,8
"FUN_004650-T1",5,6,2,1,8,1
"FUN_004859-T1",1,0,0,0,1,3
"FUN_004920-T1",3,4,0,0,2,0
"FUN_004965-T1",2,2,0,0,1,1
"FUN_005264-T1",1,3,1,4,2,1
"FUN_005341-T1",1,0,0,0,0,0
"FUN_005583-T1",9,7,2,2,9,5
"FUN_006396-T1",3,2,16,10,3,1
"FUN_006427-T1",10,10,0,0,4,7
"FUN_006490-T1",7,9,3,2,4,4
"FUN_006618-T1",1,1,0,0,0,0
"FUN_006716-T1",3,3,15,2,2,12
"FUN_007097-T1",2,2,0,0,0,0
"FUN_007236-T1",2,2,8,3,3,1
"FUN_007466-T1",1,1,0,0,0,0
"FUN_008574-T1",4,2,0,0,3,1
"FUN_008787-T1",7,10,0,0,1,1
"FUN_009073-T1",11,11,4,1,13,6
"FUN_009112-T1",2,0,12,14,2,3
"FUN_009270-T1",1,1,0,0,1,0
"FUN_009475-T1",1,3,2,2,3,3
"FUN_009496-T1",1,0,0,0,1,0
"FUN_009776-T1",2,2,0,0,1,0
"FUN_009786-T1",6,9,0,0,2,0
"FUN_009840-T1",11,14,3,2,9,9
"FUN_009941-T1",20,24,1,0,15,4
"FUN_011435-T1",1,0,6,5,1,2
"FUN_011471-T1",1,3,0,1,12,4
"FUN_011644-T1",2,1,0,0,0,0
"FUN_011676-T1",1,0,0,0,0,0
"FUN_011765-T1",20,29,1,0,24,8
"FUN_011966-T1",4,1,7,5,3,4
"FUN_012025-T1",6,7,0,0,2,3
"FUN_012232-T1",1,1,1,2,13,10
"FUN_012890-T1",5,10,1,1,2,4
"FUN_012963-T1",29,35,33,32,35,30
"FUN_013020-T1",1,1,0,0,0,0
"FUN_013458-T1",1,0,28,23,5,6
"FUN_013670-T1",1,1,0,0,0,0
"FUN_014033-T1",1,0,1,0,0,0
"FUN_014327-T1",8,5,0,4,8,18
"FUN_014361-T1",17,9,21,22,20,21
"FUN_015248-T1",1,1,0,0,0,1
"FUN_015702-T1",6,3,28,32,5,5
"FUN_016324-T1",11,10,0,0,8,8
"FUN_016812-T1",4,7,0,0,3,2
"FUN_016965-T1",1,0,0,0,1,0
"FUN_017315-T1",2,0,4,9,0,0
"FUN_017330-T1",7,6,0,0,2,3
"FUN_017965-T1",1,0,1,3,1,1
"FUN_018661-T1",24,21,31,31,20,12
"FUN_019521-T1",5,7,0,0,5,3
"FUN_019793-T1",1,0,0,0,0,0
"FUN_020178-T1",7,11,1,1,6,4
"FUN_020974-T1",1,0,0,0,0,0
"FUN_021330-T1",1,1,5,7,0,0
"FUN_021604-T1",5,6,0,0,4,2
"FUN_022134-T1",1,0,0,0,0,0
"FUN_022225-T1",3,3,0,0,0,0
"FUN_022826-T1",1,1,0,0,0,0
"FUN_023221-T1",10,9,2,3,14,12
"FUN_023285-T1",1,1,0,0,0,0
"FUN_023504-T1",3,3,7,8,6,2
"FUN_024026-T1",1,0,0,6,0,3
"FUN_024080-T1",10,15,0,0,9,9
"FUN_024107-T1",5,7,0,0,3,6
"FUN_024275-T1",1,0,0,0,0,0
"FUN_024374-T1",12,15,0,0,8,1
"FUN_024448-T1",3,2,0,0,2,2
"FUN_024575-T1",2,1,0,0,2,0
"FUN_024948-T1",1,1,0,0,1,1
"FUN_024981-T1",5,7,2,0,3,3
"FUN_025571-T1",2,2,0,0,4,9
"FUN_025593-T1",32,32,8,8,26,13
"FUN_025671-T1",10,29,0,0,0,2
"FUN_026254-T1",6,7,5,3,4,2
"FUN_026271-T1",6,10,2,0,1,1
"FUN_026458-T1",19,21,0,0,12,1
"FUN_026787-T1",1,0,0,0,0,1
"FUN_027685-T1",4,7,0,1,3,2
"FUN_028063-T1",1,0,0,0,0,0
"FUN_028125-T1",3,3,0,0,1,0
"FUN_028277-T1",4,5,1,0,3,3
"FUN_028960-T1",5,4,0,1,2,2
"FUN_029123-T1",5,8,0,0,6,0
"FUN_029262-T1",1,0,19,21,5,4
"FUN_030017-T1",2,3,0,0,1,0
"FUN_030209-T1",3,1,10,9,3,3
"FUN_032280-T1",6,9,0,0,1,1
"FUN_032720-T1",12,13,1,0,6,9
"FUN_032930-T1",1,3,8,9,7,4
"FUN_033197-T1",1,0,0,0,1,0
"FUN_033574-T1",3,2,13,9,40,15
"FUN_033871-T1",5,7,4,4,8,5
"FUN_033874-T1",4,7,4,0,5,3
"FUN_033885-T1",4,8,6,4,6,3
"FUN_034068-T1",9,7,0,0,5,1
"FUN_034449-T1",4,8,0,0,2,0
"FUN_034502-T1",4,5,8,7,1,1
"FUN_034523-T1",2,0,0,0,2,0
"FUN_035300-T1",1,1,0,0,0,0
"FUN_035654-T1",1,0,0,0,0,0
"FUN_036759-T1",3,2,0,0,0,1
"FUN_037395-T1",7,7,0,0,5,1
"FUN_037500-T1",1,0,0,0,0,0
"FUN_038056-T1",1,1,0,0,1,1
"FUN_038231-T1",4,4,0,0,1,2
"FUN_038500-T1",1,1,0,0,2,2
"FUN_038565-T1",5,5,3,3,7,23
"FUN_038844-T1",21,21,2,2,14,26
"FUN_039162-T1",1,1,4,9,7,7
"FUN_039268-T1",1,1,0,0,1,1
"FUN_039852-T1",1,2,0,0,0,1
"FUN_040184-T1",4,10,0,0,5,1
"FUN_040855-T1",1,1,1,1,0,0
"FUN_040871-T1",2,3,0,0,1,0
"FUN_041156-T1",13,17,0,0,11,10
"FUN_041176-T1",1,0,0,0,0,0
"FUN_041678-T1",1,0,0,0,2,10
"FUN_041717-T1",17,7,2,1,10,17
"FUN_041795-T1",1,0,0,0,0,0
"FUN_041807-T1",3,1,0,0,2,4
"FUN_041870-T1",2,1,0,0,0,0
"FUN_042184-T1",2,4,0,0,2,2
"FUN_042305-T1",4,2,5,10,1,0
"FUN_043756-T1",5,10,0,0,3,3
"FUN_044109-T1",1,1,0,0,0,0
"FUN_044253-T1",11,12,0,0,9,4
"FUN_044694-T1",2,6,114,123,17,17
"FUN_045232-T1",6,4,0,0,2,2
"FUN_045455-T1",1,1,0,0,5,5
"FUN_045635-T1",12,14,0,1,7,9
"FUN_045700-T1",1,1,4,8,2,2
"FUN_046251-T1",3,2,1,0,0,0
"FUN_048050-T1",3,2,0,0,3,3
"FUN_048958-T1",27,35,4,6,25,12
"FUN_049149-T1",1,1,0,0,0,1
"FUN_049265-T1",2,3,84,79,14,15
"FUN_049980-T1",1,1,0,0,0,0
"FUN_049981-T1",4,0,0,0,0,0
"FUN_050005-T1",7,11,3,2,5,5
"FUN_050089-T1",1,6,0,0,1,1
"FUN_050435-T1",6,5,9,8,4,7
"FUN_050489-T1",1,0,0,0,1,0
"FUN_050946-T1",1,0,1,1,0,0
"FUN_050947-T1",10,9,0,0,8,8
"FUN_050997-T1",28,33,0,0,16,12
"FUN_051296-T1",1,4,0,0,1,3
"FUN_051726-T1",3,1,0,2,5,5
"FUN_052150-T1",4,3,6,5,6,5
"FUN_052166-T1",4,5,0,0,2,1
"FUN_053195-T1",11,7,0,0,13,30
"FUN_053199-T1",1,0,0,0,0,0
"FUN_053317-T1",1,1,0,0,4,7
"FUN_053419-T1",10,5,0,0,2,3
"FUN_053521-T1",2,2,0,1,3,0
"FUN_053731-T1",2,0,0,1,4,2
"FUN_053949-T1",2,1,0,0,4,0
"FUN_053986-T1",6,7,0,0,2,2
"Sconica_v3_00091-RA",6,2,0,0,1,0
"Sconica_v3_00626-RA",2,2,0,7,6,3
"Sconica_v3_00790-RA",11,11,6,2,10,6
"Sconica_v3_00867-RA",3,1,0,0,0,1
"Sconica_v3_00929-RA",5,4,20,20,8,9
"Sconica_v3_00993-RA",2,1,0,0,0,0
"Sconica_v3_01119-RA",1,4,0,0,0,0
"Sconica_v3_01468-RA",2,0,0,0,0,0
"Sconica_v3_01547-RA",2,1,36,29,6,8
"Sconica_v3_01709-RA",8,5,0,0,6,3
"Sconica_v3_01729-RA",1,0,0,0,1,1
"Sconica_v3_01932-RA",2,4,9,9,1,4
"Sconica_v3_02026-RA",7,5,0,0,6,7
"Sconica_v3_02093-RA",3,9,1,0,6,2
"Sconica_v3_02215-RA",4,3,1,1,4,2
"Sconica_v3_02430-RA",6,4,0,0,1,1
"Sconica_v3_02490-RA",9,7,17,18,1,1
"Sconica_v3_02593-RA",1,3,3,2,3,0
"Sconica_v3_02693-RA",1,1,0,0,0,0
"Sconica_v3_02727-RA",1,1,21,15,28,25
"Sconica_v3_02754-RA",26,29,1,0,19,10
"Sconica_v3_02847-RA",8,6,0,0,4,6
"Sconica_v3_02849-RA",4,6,1,2,2,2
"Sconica_v3_02860-RA",8,10,0,0,7,6
"Sconica_v3_02968-RA",7,12,1,0,9,3
"Sconica_v3_02980-RA",9,13,7,5,10,8
"Sconica_v3_03342-RA",13,8,1,0,5,3
"Sconica_v3_03391-RA",5,8,0,0,4,6
"Sconica_v3_03865-RA",4,8,18,22,10,10
"Sconica_v3_03880-RA",1,1,0,0,0,0
"Sconica_v3_04268-RA",1,1,0,0,0,0
"Sconica_v3_04354-RA",10,11,0,0,5,2
"Sconica_v3_04363-RA",2,3,0,0,0,1
"Sconica_v3_04366-RA",3,3,0,0,4,4
"Sconica_v3_04436-RA",3,2,0,0,1,0
"Sconica_v3_04483-RA",2,2,0,0,3,5
"Sconica_v3_04566-RA",3,10,0,0,4,0
"Sconica_v3_04568-RA",1,1,3,3,7,5
"Sconica_v3_04573-RA",1,0,14,15,1,4
"Sconica_v3_04574-RA",7,9,0,0,5,1
"Sconica_v3_04576-RA",19,25,0,0,18,17
"Sconica_v3_04599-RA",9,10,0,1,7,4
"Sconica_v3_04639-RA",3,5,0,0,0,0
"Sconica_v3_04713-RA",1,1,4,4,8,10
"Sconica_v3_04735-RA",5,8,0,0,4,1
"Sconica_v3_04852-RA",9,11,0,2,7,7
"Sconica_v3_04904-RA",1,0,0,0,4,13
"Sconica_v3_04932-RA",3,0,0,0,1,1
"Sconica_v3_04962-RA",6,11,3,2,5,2
"Sconica_v3_05018-RA",21,19,0,0,17,12
"Sconica_v3_05082-RA",13,10,2,0,11,11
"Sconica_v3_05092-RA",8,11,0,0,4,3
"Sconica_v3_05167-RA",16,28,6,6,13,6
"Sconica_v3_05170-RA",2,2,0,0,3,2
"Sconica_v3_05241-RA",1,3,0,0,0,0
"Sconica_v3_05475-RA",5,1,0,0,9,12
"Sconica_v3_05582-RA",1,3,2,0,0,1
"Sconica_v3_05653-RA",19,19,0,1,17,14
"Sconica_v3_05664-RA",1,0,7,4,25,34
"Sconica_v3_05692-RA",8,8,0,1,4,2
"Sconica_v3_05706-RA",1,2,0,0,0,1
"Sconica_v3_05707-RA",1,0,0,0,0,0
"Sconica_v3_05710-RA",2,1,0,7,0,0
"Sconica_v3_05719-RA",11,14,2,0,9,4
"Sconica_v3_05722-RA",1,2,12,6,12,13
"Sconica_v3_05734-RA",11,14,1,0,5,7
"Sconica_v3_05828-RA",4,2,3,2,5,4
"Sconica_v3_05911-RA",6,9,26,38,11,10
"Sconica_v3_05983-RA",1,1,2,1,4,7
"Sconica_v3_06036-RA",7,13,3,3,14,6
"Sconica_v3_06107-RA",1,0,1,1,0,0
"Sconica_v3_06132-RA",2,1,3,5,0,1
"Sconica_v3_06153-RA",1,0,0,0,6,4
"Sconica_v3_06204-RA",10,11,1,3,28,26
"Sconica_v3_06476-RA",2,2,0,0,0,0
"Sconica_v3_06487-RA",5,2,0,0,1,0
"Sconica_v3_06535-RA",7,6,15,13,7,4
"Sconica_v3_06585-RA",14,10,8,17,21,12
"Sconica_v3_06639-RA",3,0,0,0,2,2
"Sconica_v3_06696-RA",3,5,7,11,4,3
"Sconica_v3_06715-RA",1,1,0,0,8,9
"Sconica_v3_06747-RA",5,7,2,0,5,5
"Sconica_v3_06760-RA",6,8,2,0,6,9
"Sconica_v3_06908-RA",1,0,0,0,2,1
"Sconica_v3_06941-RA",24,31,4,7,17,18
"Sconica_v3_06942-RA",4,4,0,0,4,1
"Sconica_v3_07188-RA",5,10,1,0,4,3
"Sconica_v3_07368-RA",4,0,0,0,2,9
"Sconica_v3_07503-RA",3,4,2,1,0,0
"Sconica_v3_07723-RA",6,5,0,0,4,3
"Sconica_v3_07764-RA",2,0,7,4,2,1
"Sconica_v3_07777-RA",1,1,0,0,8,10
"Sconica_v3_07812-RA",7,10,7,4,6,2
"Sconica_v3_07874-RA",1,1,0,0,13,0
"Sconica_v3_08063-RA",2,2,2,1,1,0
"Sconica_v3_08429-RA",1,1,0,0,0,0
"Sconica_v3_08492-RA",10,14,3,0,11,9
"Sconica_v3_08651-RA",40,42,21,15,42,29
"Sconica_v3_08867-RA",16,14,145,119,28,24
"Sconica_v3_08901-RA",6,7,20,21,4,7
"Sconica_v3_08955-RA",14,13,0,1,6,3
"Sconica_v3_08971-RA",20,17,1,0,11,16
"Sconica_v3_09130-RA",22,23,36,36,15,16
"Sconica_v3_09261-RA",1,3,5,1,7,4
"Sconica_v3_09437-RA",10,8,0,2,9,2
"Sconica_v3_09494-RA",1,0,0,0,25,43
"Sconica_v3_09521-RA",8,9,2,3,8,6
"Sconica_v3_09577-RA",1,0,0,0,0,0
"Sconica_v3_09610-RA",21,19,0,0,16,9
"Sconica_v3_09676-RA",11,10,0,0,11,8
"Sconica_v3_09695-RA",7,11,0,0,2,0
"Sconica_v3_09715-RA",2,5,0,0,5,3
"Sconica_v3_09718-RA",1,1,0,0,0,0
"Sconica_v3_09735-RA",7,14,6,5,11,3
"Sconica_v3_09749-RA",6,4,0,0,4,1
"Sconica_v3_09786-RA",1,4,0,0,1,0
"Sconica_v3_09800-RA",3,5,0,0,0,0
"Sconica_v3_09803-RA",3,1,0,0,0,1
"Sconica_v3_09846-RA",1,1,0,0,1,1
"Sconica_v3_09891-RA",14,20,2,1,17,8
"Sconica_v3_09966-RA",15,15,0,4,12,11
"Sconica_v3_09998-RA",7,3,0,0,3,5
"Sconica_v3_10062-RA",1,5,40,50,46,25
"Sconica_v3_10072-RA",4,3,4,5,13,7
"Sconica_v3_10087-RA",4,2,0,0,0,0
"Sconica_v3_10094-RA",1,0,1,0,1,0
"Sconica_v3_10120-RA",1,2,9,10,6,4
"Sconica_v3_10211-RA",1,1,0,1,1,1
"Sconica_v3_10388-RA",6,6,1,2,3,4
"Sconica_v3_10390-RA",17,15,3,2,17,10
"Sconica_v3_10453-RA",2,0,8,4,2,3
"Sconica_v3_10465-RA",6,7,0,0,0,0
"Sconica_v3_10523-RA",6,10,0,0,3,2
"Sconica_v3_10524-RA",1,2,0,0,1,0
"Sconica_v3_10560-RA",28,28,2,0,20,16
"Sconica_v3_10594-RA",3,4,7,2,6,5
"Sconica_v3_10654-RA",1,1,0,0,1,0
"Sconica_v3_10693-RA",9,10,0,0,3,3
"Sconica_v3_10881-RA",1,0,0,0,0,0
"Sconica_v3_10893-RA",6,7,0,0,5,5
"Sconica_v3_10949-RA",1,4,0,0,2,2
"Sconica_v3_11101-RA",1,1,2,2,10,8
"Sconica_v3_11117-RA",14,14,0,0,9,11
"Sconica_v3_11303-RA",4,5,0,0,1,2
"Sconica_v3_11311-RA",1,0,0,0,22,27
"Sconica_v3_11335-RA",11,14,0,0,12,11
"Sconica_v3_11343-RA",11,13,0,0,5,7
"Sconica_v3_11394-RA",6,4,0,0,1,2
"Sconica_v3_11426-RA",3,8,0,0,3,6
"Sconica_v3_11439-RA",6,10,2,3,4,2
"Sconica_v3_11480-RA",2,6,0,0,6,2
"Sconica_v3_11510-RA",2,1,0,0,1,1
"Sconica_v3_11550-RA",42,27,376,387,46,50
"Sconica_v3_11564-RA",7,4,0,0,4,2
"Sconica_v3_11623-RA",1,0,0,0,0,0
"Sconica_v3_11638-RA",15,20,3,2,12,7
"Sconica_v3_11653-RA",13,14,2,0,9,6
"Sconica_v3_11669-RA",1,0,0,0,0,0
"Sconica_v3_11890-RA",1,1,0,0,0,0
"Sconica_v3_11899-RA",4,11,0,0,5,4
"Sconica_v3_11986-RA",9,12,0,0,8,0
"Sconica_v3_12037-RA",15,16,76,66,14,8
"Sconica_v3_12042-RA",2,1,19,17,1,3
"Sconica_v3_12082-RA",4,5,0,0,2,2
"Sconica_v3_12089-RA",1,0,4,3,16,18
"Sconica_v3_12179-RA",3,1,0,0,1,0
"Sconica_v3_12224-RA",1,1,0,0,1,0
"Sconica_v3_12291-RA",4,3,0,0,2,2
"Sconica_v3_12293-RA",15,18,4,9,12,14
"Sconica_v3_12367-RA",16,13,1,4,8,10
"Sconica_v3_12477-RA",1,4,12,10,14,12
"Sconica_v3_12497-RA",10,13,0,0,6,4
"Sconica_v3_12553-RA",11,15,3,9,15,11
"Sconica_v3_12580-RA",1,1,0,0,1,0
"Sconica_v3_12622-RA",17,25,0,0,17,6
"Sconica_v3_12695-RA",15,6,0,0,3,8
"Sconica_v3_12708-RA",3,3,0,0,1,1
"Sconica_v3_12711-RA",14,10,0,2,4,5
"Sconica_v3_12717-RA",1,0,0,0,0,0
"Sconica_v3_12754-RA",1,1,0,0,0,0
"Sconica_v3_12850-RA",1,1,0,0,6,5
"Sconica_v3_12880-RA",4,7,17,13,3,14
"Sconica_v3_12913-RA",1,1,0,0,1,2
"Sconica_v3_12939-RA",10,8,0,2,6,4
"Sconica_v3_13079-RA",1,1,0,0,1,0
"Sconica_v3_13109-RA",35,31,5,5,45,57
"Sconica_v3_13338-RA",2,6,8,8,8,5
"Sconica_v3_13395-RA",17,18,0,0,14,7
"Sconica_v3_13546-RA",5,3,0,0,2,6
"Sconica_v3_13639-RA",7,11,13,15,6,4
"Sconica_v3_13730-RA",1,2,0,0,3,1
"Sconica_v3_13810-RA",7,7,0,1,3,5
"Sconica_v3_13811-RA",4,8,3,2,3,4
"Sconica_v3_13926-RA",1,1,4,8,10,16
"Sconica_v3_13956-RA",7,5,0,0,2,5
"Sconica_v3_14050-RA",3,1,4,4,13,7
"Sconica_v3_14065-RA",2,3,0,0,2,0
"Sconica_v3_14083-RA",5,4,2,6,0,3
"Sconica_v3_14094-RA",1,0,0,0,1,2
"Sconica_v3_14095-RA",1,0,0,0,3,1
"Sconica_v3_14142-RA",1,1,41,44,6,12
"Sconica_v3_14145-RA",1,0,0,1,16,15
"Sconica_v3_14161-RA",35,30,4,6,46,27
"Sconica_v3_14264-RA",7,10,7,7,5,2
"Sconica_v3_14316-RA",35,36,9,3,22,29
"Sconica_v3_14323-RA",2,2,0,0,2,2
"Sconica_v3_14351-RA",1,1,1,1,0,3
"Sconica_v3_14439-RA",9,16,0,1,5,6
"Sconica_v3_14580-RA",7,11,0,0,7,6
"Sconica_v3_14614-RA",27,30,7,4,24,14
"Sconica_v3_14632-RA",1,1,3,3,8,7
"Sconica_v3_14723-RA",5,9,0,0,8,6
"Sconica_v3_14942-RA",6,5,1,3,5,4
"Sconica_v3_15024-RA",13,18,5,4,13,11
"Sconica_v3_15618-RA",2,3,0,0,2,2
"Sconica_v3_15621-RA",10,8,0,0,10,8
"Sconica_v3_15626-RA",2,3,7,2,5,4
"Sconica_v3_15752-RA",8,7,0,0,6,7
"Sconica_v3_15839-RA",2,1,0,0,0,5
"Sconica_v3_15844-RA",5,5,0,0,2,2
"Sconica_v3_15860-RA",4,7,1,1,5,0
"Sconica_v3_15887-RA",3,5,0,0,2,2
"Sconica_v3_15977-RA",1,0,3,3,1,3
"Sconica_v3_16031-RA",2,2,0,0,1,0
"Sconica_v3_16039-RA",5,10,0,0,3,0
"Sconica_v3_16040-RA",17,18,7,8,13,8
"Sconica_v3_16091-RA",2,0,0,0,3,2
"Sconica_v3_16104-RA",1,1,33,40,8,6
"Sconica_v3_16157-RA",1,1,0,0,2,3
"Sconica_v3_16334-RA",2,2,0,1,0,0
"Sconica_v3_16335-RA",11,10,1,1,4,5
"Sconica_v3_16375-RA",2,3,19,22,7,16
"Sconica_v3_16421-RA",2,2,0,0,2,1
"Sconica_v3_16452-RA",1,4,0,0,1,1
"Sconica_v3_16492-RA",2,0,11,0,1,8
"Sconica_v3_16521-RA",7,5,9,9,15,2
"Sconica_v3_16562-RA",2,0,0,0,0,0
"Sconica_v3_16637-RA",1,1,8,6,17,18
"Sconica_v3_16661-RA",5,3,4,3,12,9
"Sconica_v3_16717-RA",1,2,0,0,0,1
"Sconica_v3_16908-RA",2,0,0,2,4,6
"Sconica_v3_16957-RA",3,1,0,0,1,0
"Sconica_v3_17176-RA",4,1,0,2,1,0
"Sconica_v3_17295-RA",1,0,3,0,0,0
"Sconica_v3_17306-RA",7,3,0,0,5,2
"Sconica_v3_17307-RA",21,4,1,2,8,0
"Sconica_v3_17326-RA",4,1,1,2,5,5
"Sconica_v3_17332-RA",2,1,0,0,0,0
"Sconica_v3_17404-RA",4,3,0,1,2,2
"Sconica_v3_17435-RA",1,0,0,0,0,0
"Sconica_v3_17439-RA",2,0,0,0,1,4
"Sconica_v3_17490-RA",8,10,0,1,6,6
"Sconica_v3_17491-RA",2,1,0,0,3,1
"Sconica_v3_17500-RA",2,4,0,0,0,0
"Sconica_v3_17549-RA",1,0,5,2,7,14
"Sconica_v3_17565-RA",17,11,0,0,3,8
"Sconica_v3_17566-RA",19,18,9,12,13,8
"Sconica_v3_17570-RA",15,17,8,5,13,11
"Sconica_v3_17618-RA",31,44,20,9,36,19
"Sconica_v3_17663-RA",1,0,0,0,0,0
"Sconica_v3_17729-RA",8,10,0,0,1,2
"Sconica_v3_17760-RA",3,3,0,0,1,2
"Sconica_v3_17772-RA",3,2,0,0,0,0
"Sconica_v3_17776-RA",17,18,7,5,18,18
"Sconica_v3_17856-RA",1,3,0,0,2,0
"Sconica_v3_17891-RA",1,3,1,0,1,1
"Sconica_v3_17926-RA",1,0,0,0,0,0
"Sconica_v3_17932-RA",15,18,21,21,12,8
"Sconica_v3_17938-RA",6,4,0,0,1,0
"Sconica_v3_17955-RA",1,6,0,0,5,5
"Sconica_v3_17986-RA",5,4,0,0,5,2
"Sconica_v3_18011-RA",1,3,0,0,2,0
"Sconica_v3_18035-RA",1,1,38,39,18,10
"Sconica_v3_18056-RA",1,0,0,0,0,0
"Sconica_v3_18067-RA",12,8,0,0,7,7
"Sconica_v3_18105-RA",25,24,4,2,28,23
"Sconica_v3_18125-RA",4,2,1,0,4,2
"Sconica_v3_18201-RA",18,22,0,0,10,8
"Sconica_v3_18205-RA",17,20,0,0,12,12
"Sconica_v3_18211-RA",20,34,4,3,33,15
"Sconica_v3_18225-RA",2,4,3,3,3,4
"Sconica_v3_18231-RA",16,21,2,1,13,6
"Sconica_v3_18253-RA",1,3,0,0,0,0
"Sconica_v3_18354-RA",15,15,8,9,15,10
"Sconica_v3_18469-RA",19,18,0,0,12,5
"Sconica_v3_18512-RA",1,2,50,44,11,7
"Sconica_v3_18520-RA",1,0,0,0,1,0
"Sconica_v3_18557-RA",8,10,0,0,5,2
"Sconica_v3_18584-RA",9,8,2,3,10,8
